intervention,cost_effectiveness,stdev,source
Policy intervention to reduce sodium consumption by 10%,1.2820512820512822,12.115839245774307,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,38.46153846153847,961.1786201119693,GHCEA
Policy intervention to reduce sodium consumption by 10%,11.363636363636363,97.65867245799005,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),3.3333333333333335,10.864693397129043,GHCEA
Antivenom for snakebite,7.6923076923076925,19.45607067266798,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3333333333333333,9.495302790594346,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.7037037037037037,35.775949316293385,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.3478260869565215,39.73898804125328,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.3225806451612903,3.334425794565843,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.166666666666667,43.667904231912544,GHCEA
Increased minimum legal drinking age to reduce alcohol consumption,0.11111111111111112,5.7866301789056855,GHCEA
Longer individual intervention by telephone for alcohol misuse/abuse,0.01,0.313466129416677,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.1111111111111112,11.160484188967251,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,66.66666666666667,961.1786201119693,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0,7.758761061074635,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.06666666666666667,0.5999062187542377,GHCEA
Rotarix vaccine,1.6666666666666667,2.336448598130841,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.761904761904763,41.04203960985685,GHCEA
"Enhanced regulatory system was established based on governmental policies requiring condom use between sex workers and clients, for which violations could result in fines and closures of sex establishments",1.7543859649122808,6.860437840970659,GHCEA
Cochlear implant,0.005555555555555556,0.33337019482716235,GHCEA
Tension-free inguinal hernia repair surgery with mosquito net meesh,9.09090909090909,636.8061919369894,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.125,27.575363952104173,GHCEA
Policy intervention to reduce sodium consumption by 10%,17.543859649122805,170.55851445727993,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.2727272727272725,20.30344930688222,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,250.0,1373.1123144456706,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),6.666666666666667,35.491331763954875,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.19607843137254902,1.4621371269179222,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.07692307692307693,65.45532497450695,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.6666666666666667,10.264202630963812,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,90.9090909090909,152.5680349384078,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.545454545454545,36.60074088775252,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.625,6.418684559154615,GHCEA
Multidrug-resistant treatment as per WHO guidelines,1.2987012987012987,13.199255614693962,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,111.1111111111111,331.440903486886,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.08333333333333333,72.59590588081679,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.492537313432836,9.774234573916582,GHCEA
Policy intervention to reduce sodium consumption by 10%,8.333333333333334,66.66847259049798,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.2727272727272725,18.800145133463243,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.4705882352941175,15.364508498268071,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.9230769230769231,19.68387105151679,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,200.0,961.1786201119693,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 2, 3, and 9 months.",20.0,20.324119128782286,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.7692307692307693,4.882575356394202,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),6.25,9.013035718837298,GHCEA
Community-based screening and early treatment with antiviral therapy for hepatitis B virus,1.7543859649122808,475.3303361243956,GHCEA
Antivenom for snakebite,6.25,34.22720692164865,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.5625,10.185650059808479,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.5,22.539585218013055,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.0,13.091064994901389,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,250.0,1201.4732751399617,GHCEA
Policy intervention to reduce sodium consumption by 10%,15.625,172.9971760591388,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.125,30.539810489864795,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.7543859649122808,11.640742925495402,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.545454545454545,16.26384856800376,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 3, 9, and 15 months.",250.0,1786.4764310715543,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,71.28045743898818,GHCEA
Individual donation Nucleic acid amplification testing (ID-NAT) to the HIV antibody screening for HIV screenig of blood donations,0.2173913043478261,4.661733594214738,GHCEA
Mini pool nucleic acid amplification testing (MPNAT) for HIV screenig of blood donations,0.3448275862068965,5.229567548716337,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 3, 9, and 15 months.",333.3333333333333,2001.3908889448235,GHCEA
"Low-dose, high-frequency (LDHF) training for basic emergency obstetric and newborn care",18.18181818181818,96.68906219747967,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,142.85714285714286,686.5561572228353,GHCEA
Adding p24 antigen for HIV screening of blood donations,0.625,2.039210839348786,GHCEA
Quality improvement program to reduce maternal and fetal mortality,6.25,120.99317646802798,GHCEA
Target-to-treat,0.058823529411764705,10.411407623063687,GHCEA
Benefit-based tailored treatment,0.08333333333333333,62.38710661632693,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 3, 4, 9 and 12 months.",250.0,2123.816395449427,GHCEA
Antivenom for snakebite,9.09090909090909,24.137924755583978,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.631578947368421,25.58978929337258,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.1,0.8549408805862925,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.631578947368421,23.56731686604252,GHCEA
Cochlear implant,0.00625,0.24989202800381297,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),6.666666666666667,36.29795294040839,GHCEA
Policy intervention to reduce sodium consumption by 10%,7.6923076923076925,67.8351142277425,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.4084507042253522,9.043657584246713,GHCEA
Antivenom for snakebite,11.627906976744185,39.975719097366074,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,200.0,798.5549646889847,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),2.5,8.756085139133603,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,47.61904761904761,15.416119009439859,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3513513513513513,8.775329282296536,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.0,42.03584590666866,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.694915254237288,13.826833893565547,GHCEA
SGOT/SGPT (serum glutamic oxaloacetic transaminase/serum glutamic pyruvic transaminase) test conducted at baseline (asymptomatic),0.05,0.11772887582028374,GHCEA
Creatinine test conducted at baseline (asymptomatic),0.005263157894736842,0.012385881914739265,GHCEA
Policy intervention to reduce sodium consumption by 10%,11.235955056179774,100.70049996077991,GHCEA
"Complete blood count (CBC - hemoglobin, neutrophils, and platelets) test conducted at baseline (asymptomatic)",0.6666666666666666,7.922172268739927,GHCEA
Rotarix vaccine,2.7777777777777777,3.7313432835820897,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.0,36.42876532498447,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.2727272727272725,24.410190275997575,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.0909090909090909,2.8694961917165296,GHCEA
Composite programs for HIV prevention,6.25,0.42733181606945186,GHCEA
Aspirin + beta blockers + angiotensin-converting enzyme inhibitors (ACEI) for prevention of acute myocardial infarction,0.3225806451612903,0.9053911164274203,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",20.0,420.29208667841294,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",1.9607843137254901,2.4428111492474294,GHCEA
Migrant Labourer Program for HIV prevention,10.0,1.1272656192673414,GHCEA
Rotavirus vaccination,3.225806451612903,16.533229082587674,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",21.27659574468085,156.57940484097742,GHCEA
Rotavirus vaccination,9.09090909090909,53.59429293214662,GHCEA
Increase in rotavirus immunization coverage to 90% through targeted increases in rural and urban regions,25.64102564102564,137.65815629873896,GHCEA
Aspirin + beta blockers + angiotensin-converting enzyme inhibitors (ACEI) + statin for prevention of acute myocardial infarction,0.136986301369863,0.5158623802900417,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",10.0,65.45532497450695,GHCEA
Rotavirus vaccination,8.333333333333334,48.105720764396665,GHCEA
Program to increase coverage of tertiary treatment of cardiovascular disease with increased access to tertiary treatment,0.4347826086956522,5.288443474761489,GHCEA
Aspirin + injection streptokinase (1 dose at 1.5 mU),1.4492753623188406,9.285522845220752,GHCEA
Hybrid Benefit-based tailored treatment and Treat-to-target strategy to reduce cardiovascular disease (CVD),2.7027027027027026,128.3850425544991,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",52.63157894736842,257.59837570612405,GHCEA
Aspirin + beta blockers for prevention of acute myocardial infarction,0.5,2.4169339124969267,GHCEA
Aspirin alone for prevention of acute myocardial infarction,3.3333333333333335,18.701521421287698,GHCEA
Isoniazid preventive therapy therapy for all HIV+ pregnant women regardless of CD4 count,5.555555555555555,6.209603146881685,GHCEA
Target-to-treat,0.06666666666666667,13.655180654736402,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",10.416666666666666,44.11905882259584,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",31.25,122.85460995215149,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",18.867924528301884,221.82082352471792,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",50.0,319.42198587559386,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",34.48275862068965,285.19820167463735,GHCEA
Genetically modified (GM) fortification of mustard oil with genetically modified mustard seed,1.9607843137254901,275.36378092723606,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",41.666666666666664,159.71099293779693,GHCEA
Aspirin alone (325 mg initial dose & subsequently 75 mg doses once daily,1000.0,12879.918785306205,GHCEA
Benefit-based tailored treatment to reduce cardiovascular disease,4.545454545454545,144.66575447264213,GHCEA
Rotavirus vaccination,10.0,52.193134946992465,GHCEA
Rotavirus vaccination,10.0,58.28868355394049,GHCEA
High-dose vitamin A supplementation,34.48275862068965,3992.7748234449236,GHCEA
Rotavirus vaccination,5.88235294117647,26.35494932966946,GHCEA
Gestational diabetes mellitus screening using oral glucose tolerance test (OGTT),0.5555555555555556,2.3390596505242667,GHCEA
Program to increase coverage of primary prevention of cardiovascular disease with increased access to treatment,2.0408163265306123,30.134149610905084,GHCEA
"Rotavirus vaccine introduced at the current DPT3 (diphtheria, pertussis, tetanus) immunization coverage level",13.333333333333334,425.44217617953365,GHCEA
Rotavirus vaccination,6.666666666666667,34.27274526562166,GHCEA
Program to increase coverage of primary prevention and tertiary treatment of cardiovascular disease with increased access to primary prevention and tertiary treatment,0.4347826086956522,1330.9249411483077,GHCEA
Benefit-based tailored treatment,0.0909090909090909,71.04581536378865,GHCEA
Supplementary immunization activity (SIA) for measles,83.33333333333333,39.144851210244354,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",16.393442622950822,93.94764290458643,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",30.303030303030305,117.43455363073302,GHCEA
Benefit-based tailored treatment and treat-to-target intensive strategy combined to reduce cardiovascular disease,2.7027027027027026,14.471818859894613,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",52.63157894736842,210.14604333920647,GHCEA
"Polypill (combining aspirin, beta blockers, angiotensin-converting enzyme inhibitors and statins) for prevention of acute myocardial infarction",0.5263157894736842,2.5017386111810294,GHCEA
Treat-to-target Intensive strategy to reduce cardiovascular disease,2.3809523809523814,36.31445951291426,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,91.75628687682232,GHCEA
Treat-to-target strategy to reduce cardiovascular disease,2.4390243902439024,85.40694809507858,GHCEA
Program to increase coverage of primary and secondary prevention of cardiovascular disease with increased access to primary and secondary treatment,0.4,532.3699764593232,GHCEA
Isoniazid preventive therapy therapy for all HIV+ pregnant women with CD4 count <= 200 cells/ul,4.761904761904763,44.86263846567329,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",9.09090909090909,9.495302790594346,GHCEA
"Program to increase coverage of primary, secondary and tertiary treatment of cardiovascular disease with increased access to secondary and tertiary treatment",0.17241379310344826,1.8412611590707508,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",14.285714285714285,142.59910083731867,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",2.5641025641025643,7.562073529251749,GHCEA
"Coverage of 3 doses of rotavirus with DPT (diphtheria, pertussis, tetanus) and 1 dose of the measles vaccine",31.25,114.66900699152566,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",10.638297872340425,60.04172666834471,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",50.0,532.3699764593232,GHCEA
Program to increase coverage of secondary prevention of cardiovascular disease with increased access to secondary treatment,0.4,13.155765480872894,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",2.3255813953488373,3.3190148158311916,GHCEA
Rotavirus vaccination,7.6923076923076925,44.86263846567329,GHCEA
Men who have sex with men (MSM) programs for HIV prevention,83.33333333333333,13.936386818306888,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",14.285714285714285,76.05285377990332,GHCEA
"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",29.41176470588235,156.57940484097742,GHCEA
Benefit-based tailored treatment Intensive Strategy to reduce cardiovascular disease,5.0,137.44491646970476,GHCEA
Rotavirus vaccination,8.333333333333334,56.23626511894258,GHCEA
Policy intervention to reduce sodium consumption by 10%,13.513513513513514,135.23369427417182,GHCEA
Haemophilus influenzae type B (Hib) vaccine,11.904761904761903,380.2642688995164,GHCEA
Yaws eradication program,2.4390243902439024,8.98262052518543,GHCEA
Policy intervention to reduce sodium consumption by 10%,11.76470588235294,113.59245585903054,GHCEA
Policy intervention to reduce sodium consumption by 10%,7.142857142857142,73.03411054408127,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0,9.703919757558264,GHCEA
Gestational diabetes mellitus screening using oral glucose tolerance test (OGTT),0.5,1.179549430855221,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.9090909090909091,8.583382218401514,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.571428571428571,35.95798652237863,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0,8.230913168441075,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.4482758620689653,39.329933249063465,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.4482758620689653,34.90492895746939,GHCEA
Policy intervention to reduce sodium consumption by 10%,7.142857142857142,85.1247164149861,GHCEA
Post exposure prophylaxis (PEP) for prevention of Rabies infection,0.8333333333333334,3.901098997015069,GHCEA
Assisted partner services intervention for HIV testing,1.1627906976744187,13.398573233036656,GHCEA
Pneumococcal vaccination (PCV10),15.151515151515152,103.70843697259542,GHCEA
Assisted partner services intervention for HIV testing,0.9090909090909091,10.03209754634403,GHCEA
Cochlear implants,0.10752688172043011,3.077283100920943,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.5263157894736842,2.839659921017672,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.4705882352941175,9.450354611703961,GHCEA
Providing long-lasting insecticide-treated nets (LLINs) and point-of-use water filters to delay HIV-1 progression,9.09090909090909,37.31565255556003,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,100.0,310.0576193909578,GHCEA
"Intermittent preventive treatment in infants (IPTi) using 3 days of amodiaquine-artesunate (AQ3-AS3) against clinical malaria; at 2, 3, and 9 months.",111.1111111111111,531.6610949993241,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),2.631578947368421,15.844344537479854,GHCEA
Haemophilus influenzae type b (Hib) vaccine,20.408163265306122,215.82566613215803,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine plus 3 days of artesunate (SP-AS3) against clinical malaria; at 2, 3, and 9 months.",71.42857142857143,264.6851059625405,GHCEA
Pneumococcal vaccination (PCV13),18.867924528301884,126.75475629983883,GHCEA
"Intermittent preventive treatment in infants (IPTi) using 3 days of chlorproguanil-dapsone (CD3) against clinical malaria; at 2, 3, and 9 months.",12.5,11.235068512866112,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.0909090909090909,0.6987258992810089,GHCEA
Policy intervention to reduce sodium consumption by 10%,27.027027027027028,264.42217373807443,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.545454545454545,51.47981979686595,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.3225806451612903,2.8249033008199427,GHCEA
Policy intervention to reduce sodium consumption by 10%,21.27659574468085,230.39670071811446,GHCEA
Policy intervention to reduce sodium consumption by 10%,13.157894736842104,131.34127708700404,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.639344262295082,16.828334661433097,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.8518518518518519,18.27273270534494,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,71.42857142857143,181.35445662489985,GHCEA
Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,0.9090909090909091,4.152651922459619,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.263157894736842,43.37144061964939,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.88235294117647,48.280227611184074,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,500.0,2402.9465502799235,GHCEA
Antivenom for snakebite,3.7037037037037037,29.575014432390827,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),2.7777777777777777,10.133946252398282,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.4482758620689653,32.004928246923356,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0,9.751080234070686,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.13333333333333333,1.4180272659598943,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.555555555555555,59.15221960659145,GHCEA
Policy intervention to reduce sodium consumption by 10%,10.638297872340425,80.25678037075224,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),3.7037037037037037,23.6258865292599,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,333.3333333333333,1373.1123144456706,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),2.2222222222222223,7.612535411715774,GHCEA
Cochlear implant,0.12987012987012986,3.9260322747737697,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.7027027027027026,16.918178951483753,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,142.85714285714286,213.59524891377097,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.25,62.86349403203846,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.17241379310344826,1.640147397077277,GHCEA
Antivenom for snakebite,5.88235294117647,35.55137408463114,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,74.82010350313732,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),3.4482758620689653,18.745421706314197,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,100.0,961.1786201119693,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3888888888888888,9.296332534214024,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.2702702702702703,2.7950625641017024,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.0625,0.5174629050895047,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.6129032258064515,10.159732375177922,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),3.125,7.5692413714595705,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.0,46.30646359460624,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,142.85714285714286,640.785746741313,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.8461538461538463,51.45991523965619,GHCEA
