intervention,cost_effectiveness,stdev,source
Policy intervention to reduce sodium consumption by 10%,3.125,29.323062633165083,GHCEA
Rotarix vaccine,0.35714285714285715,7.89085933487139,GHCEA
Benefit-based tailored treatment,0.1234567901234568,64.97599387217127,GHCEA
Target-to-treat,0.0909090909090909,48.39727058721119,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.15625,1.368482955872221,GHCEA
Policy intervention to reduce sodium consumption by 10%,10.869565217391305,111.31237310969959,GHCEA
Mass vaccination of livestock against brucellosis,37.03703703703704,16.584734469137793,GHCEA
Policy intervention to reduce sodium consumption by 10%,15.873015873015872,163.10354670935146,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.38461538461538464,3.9629142644622006,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,99.64499185038491,GHCEA
Preventive treatment of malaria in pregnancy with sulphadoxine-pyrimethamine (IPTp-SP) combined with insectiside treated mosquito nets on neonatal survival,1000.0,2618.2129989802775,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.555555555555555,43.76123217278523,GHCEA
Preventive treatment of malaria in pregnancy with sulphadoxine-pyrimethamine (IPTp-SP) combined with insectiside treated mosquito nets on clinical malaria,20.408163265306122,104.79723946049668,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 3, 4, and 9 months.",125.0,476.46477606741325,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),1.5625,5.109116856615385,GHCEA
Preventive treatment of malaria in pregnancy with sulphadoxine-pyrimethamine (IPTp-SP) combined with insectiside treated mosquito nets on combined clinical malaria and neonatal mortality,1000.0,104.79723946049668,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,250.0,998.1937058612309,GHCEA
"RTS,S/AS01 malaria vaccine",5.0,0.35697584474250543,GHCEA
Oral rehydration salts and zinc treatment included in social franchising program,4.166666666666667,49.90968529306154,GHCEA
Policy intervention to reduce sodium consumption by 10%,29.41176470588235,314.88760437262806,GHCEA
"Pre-erythrocytic RTS, S malaria vaccination",13.888888888888888,43.51798172692014,GHCEA
Increasing coverage of valve surgery (VS) by refering for surgery abroad,0.23255813953488375,5.248954650371935,GHCEA
Increasing coverage of valve surgery (VS) by building surgical center,0.037037037037037035,1.4858716352747598,GHCEA
Orthopaedic Trauma Care Specialist (OTCS) program,6.666666666666667,115.0324063222392,GHCEA
Preventive chemotherapy treatment of Lymphatic Filariasis,15.151515151515152,120.99317646802798,GHCEA
Scaling up secondary prevention (SP) services: creating and maintaining a registry of individuals with a history of acute rheumatic fever (ARF) or Rheumatic heart disease (RHD) who then receive prophylactic penicillin on a regular basis.,1.176470588235294,0.37791060565600465,GHCEA
"Prereferral rectal artesunate, low intervention uptake (25%), low referral compliance (25%)",1.0,32.330160513724074,GHCEA
Scaling up primary prevention (PP) services: improving treatment of pharyngitis in primary care settings.,0.3448275862068965,8.414787981843693,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.5,0.7054995712421457,GHCEA
Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,1.0416666666666667,7.883069740266383,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,38.46153846153847,58.25324970375572,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.0303030303030303,26.94725533809087,GHCEA
Policy intervention to reduce sodium consumption by 10%,11.494252873563218,110.14551237089444,GHCEA
Magnesium sulfate + calcium,55.55555555555555,3131.5880968195484,GHCEA
Magnesium sulfate + calcium during antenatal care for pre-eclampsia/eclampsia,38.46153846153847,1865.7826277780016,GHCEA
Magnesium sulfate,250.0,5703.964033492748,GHCEA
"Bacille Calmette Guerin (BCG) vaccination against tuberculosis, in current extended group",0.11627906976744187,0.631368567907167,GHCEA
School gruiten intervention that focused on free fruit and vegetable provisions and encouraged nutrition curriculum. Included neither family nor computer feedback tools.,0.0625,0.06710545921756172,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.3888888888888888,14.08212327735526,GHCEA
"Bacille Calmette Guerin (BCG) vaccination against tuberculosis, in current target group",0.14285714285714288,0.0687638822603104,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0,9.71371704666137,GHCEA
Rotavirus vaccination,14.084507042253522,173.5989053671706,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.571428571428571,34.632447076458696,GHCEA
Antivenom for snakebite,10.0,27.71028401308157,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,50.0,66.28818069737719,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.4084507042253522,9.774234573916582,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.761904761904763,13.243034240281668,GHCEA
Policy intervention to reduce sodium consumption by 10%,8.333333333333334,67.67414954991396,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.25,55.61355001664354,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3333333333333333,9.484025708895304,GHCEA
Antivenom for snakebite,10.416666666666666,39.46209550746118,GHCEA
"State-wide health insurance program includes comprehensive health care, increase to antenatal care (ANC), delivery care, essential obstetric care (EOC) to reduce maternal mortality",20.0,61.238877660198206,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,90.9090909090909,369.6840846584498,GHCEA
Cochlear implant,0.08333333333333333,2.332909625150408,GHCEA
Burns management,1.8518518518518519,26.892805438438227,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),6.25,15.596776654081733,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.8333333333333334,8.097292280358797,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.47619047619047616,4.228066737380127,GHCEA
National rotavirus vaccination,6.25,35.489754441535254,GHCEA
"Children given DTP (diphtheria, tetanus, and pertussis) Vaccine at 6, 10, and 14 weeks; pregnant women receive tetanus shot at first contact with health system and 2nd dose 4 weeks after",200.0,2016.5529411337998,GHCEA
Policy intervention to reduce sodium consumption by 10%,7.142857142857142,67.748788045218,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.0833333333333335,20.58184398280844,GHCEA
Rotarix vaccine,0.588235294117647,11.523159663621714,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.3478260869565215,32.07048050959777,GHCEA
Cochlear implant,0.008333333333333333,0.1824309425191293,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.88235294117647,64.6917502178374,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.857142857142857,26.461493958810554,GHCEA
Policy intervention to reduce sodium consumption by 10%,15.151515151515152,156.9486958901306,GHCEA
DOTS-Plus project- chronic cases of MDR-TB referred from public or private facilities and cases with a diagnosis of MDR-TB during treatment with the first-line retreatment regimen,4.761904761904763,23.41803415510219,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.2727272727272725,24.050687127337433,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.0303030303030303,32.464223298194355,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.06666666666666667,0.5984693165546012,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.666666666666667,69.22886559939181,GHCEA
Haemophilus influenzae type b (Hib) vaccine included in routine childhood immunization services,0.06666666666666667,1.381105092855387,GHCEA
Multidrug-resistant treatment as per WHO guidelines,1.7543859649122808,32.727662487253475,GHCEA
Policy intervention to reduce sodium consumption by 10%,8.333333333333334,83.25218564313852,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.5151515151515151,9.810257551461728,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,58.8235294117647,68.16869646184179,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),1.4285714285714286,2.182440461024828,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.5625,7.519066745969876,GHCEA
Cochlear implant,0.13513513513513514,3.9144851210244345,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.08333333333333333,0.6351251867576841,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.761904761904763,1.677988999136341,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.6666666666666667,14.797097572386546,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.7241379310344827,10.969161602870669,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,25.0,10.247106824221422,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.0,8.862985179677965,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.166666666666667,37.65170280017844,GHCEA
Antivenom therapy for snakebite,6.666666666666667,31.88862569638945,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.2727272727272725,23.419407727402916,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.15873015873015872,1.861190531513333,GHCEA
Antivenom therapy for snakebite,3.4482758620689653,26.78186821910268,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,71.42857142857143,73.37241374900529,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.555555555555555,46.929652367711846,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),6.25,15.627298721897938,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.9090909090909091,9.978444603001261,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.8333333333333334,8.399475815055796,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.0869565217391304,11.29993299309435,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.6666666666666666,5.258217430195859,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.029411764705882353,47.2517730585198,GHCEA
Home HIV counseling and testing,0.7142857142857143,11.743455363073304,GHCEA
Lateral-flow immunochromatographic assay (TB-LAM Alere) for tuberculosis diagnosis,2.5,8.24102130741986,GHCEA
Benefit-based tailored treatment,0.0909090909090909,30.340234220706105,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.08333333333333333,92.85522845220751,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.555555555555555,46.91586655830942,GHCEA
Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,1.0,8.041842544702765,GHCEA
Cochlear implant,0.07692307692307693,3.714209138088301,GHCEA
"Community health workers (CHW) visit patients twice yearly to increase hypertension adherence by monitoring blood pressure, teaching them about healthy lifestyle choices and encouraging follow-up visits",2.941176470588235,19.91408889498715,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,29.41176470588235,60.834089880504386,GHCEA
STI services in mobile clinic,9.09090909090909,117.43455363073302,GHCEA
Target-to-treat,0.058823529411764705,14.265004728277681,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3513513513513513,8.96245751615022,GHCEA
Pneumococcal conjugate vaccine - 1 dose,6.25,0.911696500387013,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.631578947368421,27.362766059792513,GHCEA
Policy intervention to reduce sodium consumption by 10%,10.526315789473683,109.97864821498203,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.14285714285714288,1.359550272127962,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.12048192771084337,1.0829714157116805,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,71.42857142857143,184.8420423292249,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),2.7777777777777777,5.946053348391547,GHCEA
Haemophilus influenzae type b (Hib)-containing and pneumococcal conjugate vaccine - 2 doses each,4.545454545454545,81.48520047846783,GHCEA
Haemophilus influenzae type b (Hib) - 1 dose,4.545454545454545,0.9439183979775232,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.0,39.612826265637416,GHCEA
Haemophilus influenzae type b (Hib)-containing and pneumococcal conjugate vaccine - 1 dose each,7.6923076923076925,1.2473523347219377,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.5384615384615385,9.957044447493574,GHCEA
Pneumococcal conjugate vaccine - 2 dose,4.545454545454545,68.25256108452861,GHCEA
Haemophilus influenzae type b (Hib) - 2 doses,2.7027027027027026,9.667735649987707,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.6666666666666666,6.069937934227113,GHCEA
Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,1.0,9.372710853157098,GHCEA
Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,1.1627906976744187,9.372710853157098,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),0.10526315789473685,10.82052797681551,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,250.0,1201.4732751399617,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.7857142857142856,13.946122331278112,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.7543859649122808,17.10077659569105,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.2195121951219512,11.775491627058685,GHCEA
Policy intervention to reduce sodium consumption by 10%,11.11111111111111,102.11700315715916,GHCEA
Policy intervention to reduce sodium consumption by 10%,19.230769230769234,211.48171734348114,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.166666666666667,12.361531961129794,GHCEA
Tuberculosis diagnosis using LED fluorescence microscopy,32.25806451612903,150.6707480545254,GHCEA
"Intermittent preventive treatment in infants (IPTi) using sulfadoxine pyrimethamine (SP) against clinical malaria; at 2, 3, and 9 months.",333.3333333333333,2584.3202740743845,GHCEA
Tuberculosis diagnosis using Xpert for known HIV-positive cases,5.88235294117647,53.95641653303951,GHCEA
"Intermittent preventive treatment in infants (IPTi) using mefloquine (MQ) against clinical malaria; at 2, 3, and 9 months.",25.64102564102564,136.52846036741062,GHCEA
Malaria intermittent preventive treatment in infants (IPTi) using sulfadoxine-pyrimethamine (SP) through Expanded Programme on Immunization (EPI) in Ifakara,250.0,753.3537402726271,GHCEA
Tuberculosis diagnosis using Xpert for smear negative and known HIV-positive cases,4.545454545454545,31.193553308163466,GHCEA
Intermittent preventive treatment in pregnancy- with mefloquine in addition to cotrimoxazole prophylaxis,142.85714285714286,1457.2170888485123,GHCEA
Tuberculosis diagnosis using Xpert for smear negative and known HIV-positive cases with additional HIV testing,4.545454545454545,21.351737023769644,GHCEA
Urban Malaria Control Program,21.73913043478261,48.105720764396665,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.666666666666667,58.77345732604582,GHCEA
Tuberculosis diagnosis using same-day LED fluorescence microscopy,24.390243902439025,190.1321344497582,GHCEA
Xpert MTB/RIF (mycobacterium tuberculosis/rifampicin) tuberculosis diagnostic test scale up,8.333333333333334,110.91041176235896,GHCEA
Tuberculosis diagnosis using Xpert for known HIV-positive cases with additional HIV testing,6.666666666666667,79.85549646889847,GHCEA
"Intermittent preventive treatment in infants (IPTi) using 3 days of chlorproguanil-dapsone (CD3) against clinical malaria; at 2, 3, and 9 months.",2.2222222222222223,4.59750804401435,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,111.1111111111111,400.4910917133206,GHCEA
Intermittent preventive treatment in pregnancy- with mefloquine,6.666666666666667,817.3541092005976,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.492537313432836,10.277412672959905,GHCEA
Policy intervention to reduce sodium consumption by 10%,17.857142857142858,203.86902340796138,GHCEA
Maintenance drug treatment for major depression,0.8333333333333334,0.4436416470494359,GHCEA
HIV vaccine given to grade 1 students. Infected individuals given highly active antiretroviral treatment (HAART).,2.631578947368421,89.72527693134658,GHCEA
Continuation drug treatment,1.0,0.4436416470494359,GHCEA
Infected individuals given highly active antiretroviral treatment (HAART).,1.1494252873563218,20.47576832535858,GHCEA
Episodic drug treatment for major depression,0.7692307692307693,0.3194219858755939,GHCEA
"Scaling up of testing and treatment of HIV with universal antiretroviral treatment (ART), HIV testing services, conventional peer-educator outreach, mobile point-of-care night clinics",2.2222222222222223,48.99110212815857,GHCEA
HIV vaccine given to grade 1 students,9.09090909090909,173.5989053671706,GHCEA
Maintenance cognitive behavioral therapy:CBT is a nonpharmacological intervention that is effective in the treatment of depression alone or combined with drug therapy.,2.941176470588235,1.3309249411483077,GHCEA
Episodal cognitive behavioral therapy in the treatment of depression alone or combined with drug therapy.,1.3888888888888888,0.30713652488037874,GHCEA
Rotavirus vaccination,14.925373134328359,177.4566588197744,GHCEA
Policy intervention to reduce sodium consumption by 10%,1.2987012987012987,14.021051457123024,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.4285714285714286,9.907629834850926,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.666666666666667,53.9127035301772,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),5.555555555555555,17.13637263281083,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,50.0,26.26825541740081,GHCEA
Antivenom therapy for snakebite,8.333333333333334,19.600288760713383,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.08333333333333333,0.7356068773716598,GHCEA
Cochlear implants,0.029411764705882353,0.16873850283972205,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.9090909090909091,8.365160636577743,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,90.84811884971384,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.0,51.60290563418318,GHCEA
Policy intervention to reduce sodium consumption by 10%,4.761904761904763,49.62434530754317,GHCEA
An automated molecular assay for detection of tuberculosis and rifampin resistance from sputum samples,16.393442622950822,31.94219858755939,GHCEA
Smear-microscopy plus LF-LAM testing for rapid diagnosis of tuberculosis (LF-LAM is a low-cost urinary lateral flow assay for lipoarabinomannan (LAM)),28.57142857142857,52.88443474761488,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),4.761904761904763,14.519181176163357,GHCEA
Routine measles-containing vaccine followed by supplementary immunization,1000.0,5703.964033492748,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,125.0,420.29208667841294,GHCEA
Quadrivalent conjugate meningococcal vaccine,1.3333333333333333,8.70834203586679,GHCEA
Lateral-flow immunochromatographic assay (TB-LAM Alere) for tuberculosis diagnosis,10.309278350515465,42.02920866784129,GHCEA
Policy intervention to reduce sodium consumption by 10%,6.25,44.51998465122286,GHCEA
Xpert as replacement for smear-microscopy plus LF-LAM testing for rapid diagnosis of tuberculosis (Xpert is an automated molecular assay for detection of tuberculosis and rifampin resistance from sputum samples) (LF-LAM is a low-cost urinary lateral flow assay for lipoarabinomannan (LAM)),16.666666666666668,35.491331763954875,GHCEA
Typhoid vaccination-single dose,2.3255813953488373,9.242996023233317,GHCEA
Cochlear implants,0.12658227848101267,3.510131712918614,GHCEA
Xpert as replacement for smear-microscopy plus LF-LAM testing for rapid diagnosis of tuberculosis (Xpert is an automated molecular assay for detection of tuberculosis and rifampin resistance from sputum samples) (LF-LAM is a low-cost urinary lateral flow assay for lipoarabinomannan (LAM)),18.18181818181818,48.99110212815857,GHCEA
Second generation antipsychotic Olanzapine,0.15873015873015872,0.15417904867146479,GHCEA
Home based highly active anti-retroviral therapy (HAART) added to a package of home based care (HBAC) and cotrimoxazole prophylaxis,1.2987012987012987,47.67440054088763,GHCEA
Prenatal community distribution of misoprostol to pregnant mothers,14.705882352941176,23.349560371022942,GHCEA
Policy intervention to reduce sodium consumption by 10%,19.607843137254903,196.25337053059343,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.7692307692307693,5.590399069537289,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.0833333333333335,20.112201604054516,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.941176470588235,30.24714839168913,GHCEA
New tuberculosis vaccine (40% efficacy),17.241379310344826,35.28588947412773,GHCEA
Policy intervention to reduce sodium consumption by 10%,2.7777777777777777,25.30516096869109,GHCEA
Rotavirus vaccination,7.6923076923076925,71.94188871071934,GHCEA
Policy intervention to reduce sodium consumption by 10%,37.03703703703704,421.62352940284296,GHCEA
Policy intervention to reduce sodium consumption by 10%,0.30303030303030304,2.340211248326607,GHCEA
Cochlear implants,0.004166666666666667,0.26949983621510737,GHCEA
Rotarix vaccine,0.625,0.8278145695364238,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.555555555555555,55.772800997973505,GHCEA
Vitamin K prophylaxis,9.09090909090909,133.0924941148308,GHCEA
Condom promotion programme for female sex workers for HIV prevention,3.125,37.14209138088301,GHCEA
Brief smoking cessation advice + Nicotine replacement therapy (gum),200.0,0.28814135985025063,GHCEA
Brief smoking cessation advice + Varenicline,200.0,0.27638354088844524,GHCEA
Bupropion for smoking cessation,142.85714285714286,0.23311389674479935,GHCEA
Varenicline for smoking cessation,111.1111111111111,0.1498451858982558,GHCEA
Condom promotion programme for men who have sex with men for HIV prevention,9.09090909090909,29.68605816687675,GHCEA
Rotavirus vaccination,8.333333333333334,194.7695035826792,GHCEA
Brief smoking cessation advice + Bupropion,333.3333333333333,0.46111269470434496,GHCEA
Policy intervention to reduce sodium consumption by 10%,15.625,173.52346038439475,GHCEA
Nicotine replacement therapy (gum) for smoking cessation,76.92307692307693,0.11689990846115336,GHCEA
Needle and syringe programme for HIV prevention,0.625,4.392491554944909,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 7: Every 2 years, switching criteria of  confirmed VL >1000 copies/mL, with resistance test",0.18867924528301885,1.3713806709410694,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 3: Every year, switching criteria of confirmed VL >1000 copies/mL, with resistance test",0.17543859649122806,1.6650437128627704,GHCEA
"Needle and syringe program, methadone maintenance program, condom promotion for female sex workers and men who have sex with men, antiretroviral therapy program",3.8461538461538463,67.67414954991396,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 8: Every 2 years, switching criteria of  confirmed VL >400 copies/mL, with resistance test",0.18867924528301885,1.4993521680228776,GHCEA
Brief smoking cessation advice,10.526315789473683,5.038201669962049,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 5: Every 2 years, switching criteria of  confirmed VL >1000 copies/mL, no resistance test",0.19607843137254902,1.5670230861243812,GHCEA
3 doses of combined diphtheria-tetanus-pertussis-hepatitis B-Hib and 3 doses of Hep B vaccines,0.7692307692307693,3.320394863571662,GHCEA
Antiretroviral therapy programme (including prevention of mother-to-child transmission of HIV),5.88235294117647,106.47399529186463,GHCEA
Brief smoking cessation advice + Nicotine replacement therapy (patch),62.5,0.09898787245748025,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 4: Every year, switching criteria of  confirmed VL >400 copies/mL, with resistance test",0.16666666666666666,1.7195412676334727,GHCEA
Rotavirus vaccination,3.8461538461538463,29.576109803295726,GHCEA
Clozapine,0.9090909090909091,102.3788416267929,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 2: Every year, switching criteria of confirmed VL >400 copies/mL, no resistance test",0.2,1.6947261559613427,GHCEA
"30% of people receiving ART for HIV 2015-2030 Viral Load scenario 6: Every 2 years, switching criteria of  confirmed VL >400 copies/mL, no resistance test",0.2,1.608044632881564,GHCEA
Nicotine replacement therapy (patch) for smoking cessation,29.41176470588235,0.04890080064965828,GHCEA
Policy intervention to reduce sodium consumption by 10%,9.09090909090909,82.41871861791563,GHCEA
Rotavirus vaccination,29.41176470588235,362.97952940408396,GHCEA
Policy intervention to reduce sodium consumption by 10%,5.0,39.640355655943644,GHCEA
New tuberculosis vaccine (40% efficacy),28.57142857142857,98.12668526529671,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,333.3333333333333,1597.1099293779694,GHCEA
"Community-based therapeutic care, ready to use therapeutic food, a nutrient-dense food with a nutrient content/100 kcal that is similar to F100 milk",16.666666666666668,27.72760294058974,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),5.263157894736842,14.3367139082403,GHCEA
New tuberculosis vaccine (40% efficacy),250.0,1038.4329839908771,GHCEA
Dihydroartemisinin piperaquine for first line treatment of plasmodium falciparum malaria,142.85714285714286,29.358638407683255,GHCEA
New tuberculosis vaccine (40% efficacy),1000.0,7394.027450823932,GHCEA
Policy intervention to reduce sodium consumption by 10%,3.7037037037037037,33.9420650609506,GHCEA
Rotavirus vaccination,21.27659574468085,241.98635293605597,GHCEA
Rotavirus vaccination,23.25581395348837,275.36378092723606,GHCEA
Sickle cell disease screening using isoelectric focusing (IEF),1.1904761904761907,1.5047201143564812,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,111.1111111111111,110.91041176235896,GHCEA
Pneumococcal conjugate vaccination,7.142857142857142,62.38710661632693,GHCEA
Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,83.33333333333333,241.98635293605597,GHCEA
New tuberculosis vaccine (40% efficacy),200.0,726.6196221009868,GHCEA
